
  logN(AlII) = 13.67 = 0.09
  logN(CII) = 15.89 = 0.1
  logN(FeII) = 14.50 = 0.06
  logN(MgII) = 15.12 = 0.1
  logN(OI) = 15.7 = 0.1
  logN(SII) = 14.56 = 0.12
  logN(SiII) = 14.94 = 0.03
